checkpoint,episodes,success_rate,collision_rate,timeout_rate,unstable_rate,out_of_bounds_rate,mean_terminal_goal_distance,mean_terminal_speed,mean_terminal_obstacle_clearance,mean_terminal_x,mean_terminal_y,mean_episode_return,mean_episode_length,mean_path_length,mean_min_goal_distance,mean_goal_distance,mean_speed,mean_min_obstacle_clearance,mean_max_speed,success_mean_max_speed,collision_mean_max_speed,success_mean_min_obstacle_clearance,collision_mean_min_obstacle_clearance,success_mean_episode_length,collision_mean_episode_length,collision_mean_terminal_x,collision_mean_terminal_y,termination_counts
2950,10,0.0,1.0,0.0,0.0,0.0,3.6709694862365723,0.4016471803188324,0.39992809295654297,6.6156206130981445,4.600071907043457,9.993670014693635,334.0,9.018363463925198,3.6709694862365723,7.947534378417236,0.6769570226949767,0.39992809295654297,1.1532014608383179,nan,1.1532014608383179,nan,0.39992809295654297,nan,334.0,6.6156206130981445,4.600071907043457,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3000,10,0.0,1.0,0.0,0.0,0.0,4.106431484222412,0.28215256333351135,0.3999814987182617,8.600018501281738,3.9376416206359863,8.66717725606577,820.0,15.470983123908809,1.5983378887176514,5.03949377624,0.47271383580859616,0.3999814987182617,1.1520891189575195,nan,1.1520891189575195,nan,0.3999814987182617,nan,820.0,8.600018501281738,3.9376416206359863,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3050,10,0.0,1.0,0.0,0.0,0.0,3.809563636779785,0.5237736701965332,0.39997386932373047,6.2815842628479,4.6000261306762695,10.17602651269408,311.0,8.696176042099978,3.809563636779785,8.298467127073234,0.700155751890476,0.39997386932373047,1.1445525884628296,nan,1.1445525884628296,nan,0.39997386932373047,nan,311.0,6.2815842628479,4.6000261306762695,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3100,10,0.0,1.0,0.0,0.0,0.0,1.1266168355941772,0.005483837798237801,0.3999910354614258,7.399991035461426,8.953548431396484,14.536482183044427,663.0,15.829522656655172,0.1754845231771469,5.170847498296253,0.5975184059364027,0.3999910354614258,1.1801493167877197,nan,1.1801493167877197,nan,0.3999910354614258,nan,663.0,7.399991035461426,8.953548431396484,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3150,10,0.0,1.0,0.0,0.0,0.0,3.617053508758545,0.4263560175895691,0.3999967575073242,8.600003242492676,4.433058261871338,10.350044715811237,496.0,11.402016434512916,3.617053508758545,6.6962260651972985,0.5748828784238749,0.3999967575073242,1.1335879564285278,nan,1.1335879564285278,nan,0.3999967575073242,nan,496.0,8.600003242492676,4.433058261871338,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3200,10,0.0,1.0,0.0,0.0,0.0,3.45637845993042,0.37418675422668457,0.399772584438324,7.179004192352295,4.642542839050293,10.389673843717901,470.0,10.08247954773833,3.45637845993042,6.808689260990062,0.5367101784275369,0.399772584438324,1.0903265476226807,nan,1.0903265476226807,nan,0.399772584438324,nan,470.0,7.179004192352295,4.642542839050293,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3250,10,0.0,1.0,0.0,0.0,0.0,3.4542369842529297,0.043550923466682434,0.39999786019325256,7.182278156280518,4.643948078155518,8.53280387459381,538.0,10.004578716285323,3.4542369842529297,6.359226545436675,0.46512367958151024,0.39999786019325256,1.1398612260818481,nan,1.1398612260818481,nan,0.39999786019325256,nan,538.0,7.182278156280518,4.643948078155518,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3300,10,0.0,1.0,0.0,0.0,0.0,3.291907548904419,0.10009164363145828,0.39999091625213623,7.331805229187012,4.776621341705322,9.795375452169537,511.0,10.196404139889637,3.291907548904419,6.534886250523906,0.4995610311079711,0.39999091625213623,1.1134434938430786,nan,1.1134434938430786,nan,0.39999091625213623,nan,511.0,7.331805229187012,4.776621341705322,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3350,10,0.0,1.0,0.0,0.0,0.0,3.5521762371063232,0.10354743897914886,0.39996862411499023,6.9713263511657715,4.60003137588501,10.494757203065092,454.0,10.040536274696933,3.5521762371063232,6.934743203255573,0.5525132866426564,0.39996862411499023,1.1841367483139038,nan,1.1841367483139038,nan,0.39996862411499023,nan,454.0,6.9713263511657715,4.60003137588501,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
3400,10,0.0,1.0,0.0,0.0,0.0,3.4287965297698975,0.026630956679582596,0.39990922808647156,7.214393138885498,4.662415981292725,11.39294614426035,464.0,10.186802565411199,3.4287965297698975,6.836011482723828,0.5491992822554213,0.39990922808647156,1.1576921939849854,nan,1.1576921939849854,nan,0.39990922808647156,nan,464.0,7.214393138885498,4.662415981292725,"{""success"": 0, ""collision"": 10, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
