step,time_s,root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,root_vel_world_x,root_vel_world_y,root_vel_world_z,root_ang_vel_world_x,root_ang_vel_world_y,root_ang_vel_world_z,base_lin_vel_body_x,base_lin_vel_body_y,base_lin_vel_body_z,base_ang_vel_body_x,base_ang_vel_body_y,base_ang_vel_body_z,base_euler_roll,base_euler_pitch,base_euler_yaw,dof_pos_1,dof_pos_2,dof_vel_1,dof_vel_2,policy_action_1,policy_action_2,output_action_1,output_action_2,torque_1,torque_2,command_1,command_2,command_3,goal_dist,obstacle_clearance,contact_norm_base_link,contact_norm_link1,contact_norm_link2,done,success,collision,timeout,unstable,out_of_bounds,terminal_x,terminal_y,terminal_goal_distance,terminal_speed,terminal_clearance
275,10.99999975413084,5.4426713,4.0568333,0.40000677,0.18555407,0.04478756,0.20256001,0.96048594,0.73920393,0.38680667,-0.00017064097,-0.12948176,-0.06835647,-0.18918647,0.83252263,0.053018857,-0.011847533,-0.14401697,-0.08067649,-0.1731494,0.38397676,0.0108641805,0.41780698,-5.9365315,0.4334502,2.26378,-0.08283196,-3.9117408,11.73197,2.0999987,0.45,-5.779496,14.614246,8.0,8.0,0.0,4.6998395919799805,0.9431667327880859,0.0,1271.9244384765625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
276,11.03999975323677,5.472384,4.071853,0.40000668,0.18336688,0.043668546,0.19895647,0.9617099,0.7442847,0.3706676,-0.00017079225,-0.11164546,-0.04065936,-0.19206887,0.83029175,0.04342878,-0.007644847,-0.116469026,-0.064847596,-0.18230559,0.3791062,0.011029117,0.4101161,-5.847205,0.43049014,2.2319179,-0.0815122,-3.655278,11.353306,2.0799987,0.45,-5.520053,16.01585,8.0,8.0,0.0,4.671100616455078,0.9281468391418457,0.0,1271.95263671875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
277,11.079999752342701,5.5022955,4.086211,0.4000066,0.18162253,0.042944707,0.19517352,0.962848,0.7492667,0.35429993,-0.00016489961,-0.09365376,-0.014903403,-0.19831634,0.82809764,0.033949684,-0.003061138,-0.089669906,-0.05173276,-0.19392696,0.375286,0.011802902,0.4022303,-5.758889,0.42755884,2.203776,-0.078782775,-2.2569594,9.940252,2.0599988,0.45,-5.3375635,16.93313,8.0,8.0,0.0,4.642873287200928,0.9137887954711914,0.0,1272.0980224609375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
278,11.119999751448631,5.532388,4.0999093,0.40000653,0.1803082,0.04255294,0.1911607,0.96391684,0.75374335,0.33793747,-0.00015438901,-0.07615083,0.0074992445,-0.20764312,0.82565844,0.025003381,0.0016847402,-0.064711936,-0.04219746,-0.20737217,0.37245622,0.013099687,0.39402083,-5.6714773,0.4247385,2.1791942,-0.074835725,-1.7471377,8.68798,2.0399988,0.45,-5.241592,17.502651,8.0,8.0,0.0,4.615172386169434,0.9000906944274902,0.0,1272.3172607421875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
279,11.159999750554562,5.562631,4.112958,0.40000665,0.1793977,0.04241182,0.18687797,0.96493226,0.7573498,0.32182568,-0.00014488374,-0.059281893,0.025621844,-0.21968308,0.82270324,0.016969476,0.0063268766,-0.042052347,-0.03687998,-0.22204983,0.3705247,0.014798652,0.3853759,-5.5848503,0.4221011,2.158331,-0.06941806,-1.3043116,7.8590674,2.0199988,0.45,-5.2445626,17.72434,8.0,8.0,0.0,4.5880126953125,0.8870420455932617,0.0,1272.5374755859375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
280,11.199999749660492,5.592983,4.125371,0.40000686,0.17885211,0.042428344,0.18229811,0.9659084,0.75983894,0.30605608,-0.00013279433,-0.043734156,0.0385835,-0.23373075,0.81902075,0.010025551,0.010683224,-0.022578418,-0.0360828,-0.23710461,0.36937153,0.016755776,0.37620652,-5.4988966,0.41968763,2.1410317,-0.063438915,-1.5822524,5.9720955,1.9999988,0.45,-5.339533,17.731487,8.0,8.0,0.0,4.561412334442139,0.874629020690918,0.0,1272.749755859375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
281,11.239999748766422,5.6233926,4.1371694,0.40000695,0.17862359,0.04250526,0.17740735,0.9668575,0.76101947,0.29080927,-0.0001244772,-0.029535178,0.046256766,-0.24917544,0.8145516,0.004386697,0.014608797,-0.006304498,-0.039746597,-0.25194812,0.3688601,0.018815897,0.3664502,-5.413514,0.41752866,2.126818,-0.05661251,-1.174954,4.7451696,1.9799988,0.45,-5.5239496,17.4986,8.0,8.0,0.0,4.535385608673096,0.862830638885498,0.0,1272.9114990234375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
282,11.279999747872353,5.6538095,4.148374,0.400007,0.1786604,0.042548697,0.1722049,0.96778893,0.7608277,0.2761167,-0.00011067146,-0.017140625,0.048628323,-0.26520792,0.8091908,4.6537258e-05,0.017940741,0.0064092427,-0.047505632,-0.2658863,0.3688505,0.020825434,0.3560718,-5.3286138,0.4156335,2.115436,-0.04969809,-1.7316474,2.214259,1.9599988,0.45,-5.781858,17.150597,8.0,8.0,0.0,4.509948253631592,0.851625919342041,0.0,1273.06591796875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
283,11.319999746978283,5.6841803,4.1590104,0.40000695,0.1789075,0.042475563,0.16670379,0.9687093,0.7592836,0.26206267,-9.63118e-05,-0.0066790287,0.046299238,-0.28107023,0.80297875,-0.0030008024,0.020570586,0.015737237,-0.058587138,-0.2784043,0.36920372,0.022645762,0.3450674,-5.244133,0.4140034,2.1057608,-0.0426913,0.20810778,1.4248209,1.9399989,0.45,-6.10054,16.701843,8.0,8.0,0.0,4.485111236572266,0.8409895896911621,0.0,1273.186767578125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
284,11.359999746084213,5.7145166,4.168942,0.4000072,0.17951836,0.04226574,0.16086808,0.96959174,0.75808716,0.24412099,-8.079238e-05,0.014345333,0.045471847,-0.29912215,0.7960298,-0.009254839,0.024204232,0.035667285,-0.07226737,-0.29198012,0.37022313,0.02420584,0.33336386,-5.160118,0.41058677,2.1006324,-0.094017744,1.4923849,-0.625798,1.9199989,0.41,-6.3415837,10.816464,8.0,8.0,0.0,4.460990905761719,0.8310580253601074,0.0,1272.7471923828125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
285,11.399999745190144,5.7446556,4.178485,0.40000713,0.18004921,0.04179233,0.15483788,0.9704951,0.7525221,0.23575407,-8.773724e-05,0.0053721326,0.030691087,-0.30915183,0.78820777,-0.0057057533,0.023576366,0.022631573,-0.086343415,-0.2976129,0.37098375,0.025364347,0.32118344,-5.076352,0.40879923,2.0829139,-0.038745273,1.5609293,1.7315937,1.8999989,0.45,-6.864927,20.353336,8.0,8.0,0.0,4.437404155731201,0.8215150833129883,0.0,1274.242431640625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
286,11.439999744296074,5.774558,4.187628,0.40000692,0.1805335,0.040868636,0.14863174,0.9714144,0.74639446,0.22549944,-8.7673674e-05,0.008801682,0.0080689145,-0.32195598,0.77938306,-0.0037109945,0.022896364,0.019108856,-0.11206341,-0.30146217,0.3715012,0.025737591,0.30849278,-4.9926934,0.40810058,2.0876157,-0.01741821,2.6440628,1.2725497,1.9199989,0.45,-5.9860015,15.427938,8.0,8.0,0.0,4.414382457733154,0.8123722076416016,0.0,1273.3416748046875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
287,11.479999743402004,5.804231,4.1963334,0.40000677,0.18100686,0.039525725,0.14226891,0.9723342,0.7405524,0.21469821,-8.613027e-05,0.011372071,-0.010258772,-0.3325757,0.7707516,-0.0023780894,0.021837652,0.01633569,-0.13295904,-0.30478045,0.3718738,0.025363851,0.29534337,-4.9091673,0.40772325,2.085586,-0.010164985,0.9457886,2.6979716,1.8999989,0.45,-6.5901127,14.130034,8.0,8.0,0.0,4.391956329345703,0.8036665916442871,0.0,1273.254150390625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
288,11.519999742507935,5.833664,4.204602,0.4000067,0.1814692,0.037710115,0.13578784,0.97324634,0.7344155,0.20378765,-9.436905e-05,0.014043942,-0.033684976,-0.34173697,0.76190877,-0.0012432588,0.020125201,0.012367312,-0.15795437,-0.3049788,0.3721031,0.024122179,0.28179196,-4.82567,0.40745777,2.0857284,-0.008199675,1.993723,1.0962602,1.9199989,0.45,-5.8273783,13.704336,8.0,8.0,0.0,4.3701324462890625,0.7953982353210449,0.0,1273.1756591796875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
289,11.559999741613865,5.8628707,4.2124505,0.40000677,0.1818945,0.03552436,0.12921992,0.97414297,0.72889733,0.19345772,-9.239662e-05,0.014267707,-0.049362846,-0.3480621,0.75392675,7.7582896e-05,0.017848073,0.008407,-0.17440028,-0.30546117,0.37218642,0.022204652,0.2679405,-4.7423286,0.40726957,2.0811405,-0.006160521,-1.3552427,3.8220043,1.8999989,0.45,-6.441578,13.480072,8.0,8.0,0.0,4.348891258239746,0.7875494956970215,0.0,1273.33544921875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
290,11.599999740719795,5.8918786,4.2198477,0.40000677,0.18232971,0.03299902,0.122595005,0.9750063,0.7239893,0.1819869,-9.590701e-05,0.017546915,-0.065653086,-0.35274953,0.7463676,1.906138e-05,0.015645765,0.0074207904,-0.19157138,-0.3038054,0.37224376,0.019644342,0.2538616,-4.6591563,0.40654218,2.078132,-0.022611026,2.2317996,0.8774046,1.9199989,0.4387023,-5.5671334,11.7963085,8.0,8.0,0.0,4.328247547149658,0.7801523208618164,0.0,1273.1285400390625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
291,11.639999739825726,5.9207053,4.2268896,0.4000067,0.1826495,0.030281968,0.1159477,0.9758474,0.7197027,0.1736493,-9.332212e-05,0.011487518,-0.07316351,-0.354258,0.74024385,0.0024556895,0.012245644,-0.00027840678,-0.19755977,-0.30324027,0.37207508,0.016746365,0.23967795,-4.5762987,0.40624514,2.0664666,-0.0069398438,0.17910236,3.749171,1.8999989,0.45,-6.0632315,14.53017,8.0,8.0,0.0,4.308112144470215,0.7731103897094727,0.0,1273.733642578125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
292,11.679999738931656,5.9494066,4.2335796,0.40000683,0.18285018,0.027574249,0.1092941,0.9766577,0.71688485,0.16478786,-8.799788e-05,0.0061116577,-0.07112063,-0.35317117,0.7355078,0.00398372,0.009318553,-0.005044099,-0.19417864,-0.3034754,0.37172863,0.013892759,0.22549754,-4.4940586,0.40618947,2.0510504,-0.002654634,1.5850792,2.463807,1.8799989,0.45,-6.267124,13.343892,8.0,8.0,0.0,4.288455963134766,0.7664203643798828,0.0,1273.6527099609375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
293,11.719999738037586,5.978034,4.2399096,0.40000677,0.18294442,0.025047986,0.10265581,0.9774281,0.71530217,0.15577184,-8.6578075e-05,0.000366191,-0.061303042,-0.34950444,0.73202944,0.0050426796,0.006910844,-0.008524824,-0.18276896,-0.30403337,0.37126684,0.011404839,0.21142745,-4.4126434,0.4061764,2.029617,-0.0019651745,-0.31839925,4.0796156,1.859999,0.45,-6.278924,13.121098,8.0,8.0,0.0,4.269265651702881,0.7600903511047363,0.0,1273.59130859375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
294,11.759999737143517,6.006628,4.245874,0.40000674,0.1829426,0.022827191,0.09605943,0.9781531,0.7146329,0.1465853,-8.633392e-05,-0.0053235376,-0.046162955,-0.34355834,0.7294964,0.005713805,0.005144175,-0.011012679,-0.16572848,-0.30430967,0.37072754,0.0095104,0.19756539,-4.332184,0.4061478,2.0050786,-0.0025126315,1.4439417,2.5916667,1.839999,0.45,-6.1660457,13.153883,8.0,8.0,0.0,4.250528812408447,0.7541260719299316,0.0,1273.5408935546875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
295,11.799999736249447,6.035214,4.251465,0.4000066,0.18286394,0.020988565,0.08953359,0.97882783,0.71453047,0.13717188,-9.3224306e-05,-0.010102646,-0.027957628,-0.3356815,0.72753,0.0060085338,0.004073616,-0.012246886,-0.14537697,-0.3037789,0.37015036,0.008343551,0.18399483,-4.2527494,0.40609652,1.978907,-0.0031331698,-0.7274467,4.6893983,1.819999,0.45,-5.9881544,13.2501335,8.0,8.0,0.0,4.232245445251465,0.74853515625,0.0,1273.44384765625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
296,11.839999735355377,6.063804,4.2566695,0.4000066,0.1827368,0.019561943,0.083107516,0.97944766,0.714644,0.1273684,-9.4855175e-05,-0.013367482,-0.00892438,-0.32635853,0.7258855,0.005835774,0.0038301293,-0.0121003585,-0.1240101,-0.30206737,0.36958143,0.007946277,0.17078266,-4.174346,0.40602,1.952727,-0.0039541675,-1.1413866,4.6592937,1.799999,0.45,-5.782705,13.344052,8.0,8.0,0.0,4.214425086975098,0.7433304786682129,0.0,1273.392822265625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
297,11.879999734461308,6.0923963,4.2614694,0.4000066,0.18259642,0.01853613,0.0768083,0.9800078,0.7146202,0.1171563,-9.710209e-05,-0.014435066,0.009118609,-0.3160397,0.7241485,0.005183256,0.004330203,-0.010196792,-0.103528924,-0.2989122,0.3690737,0.008281359,0.15797639,-4.096931,0.40592542,1.9278762,-0.0042258766,-1.7348336,6.9689374,1.779999,0.45,-5.612403,13.453356,8.0,8.0,0.0,4.197089672088623,0.7385306358337402,0.0,1273.367919921875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
298,11.919999733567238,6.1209764,4.265846,0.4000066,0.18248358,0.017867848,0.07065756,0.9805039,0.7141884,0.10638446,-9.728858e-05,-0.013368606,0.024729438,-0.30530396,0.72205055,0.0039026523,0.005555192,-0.0068195905,-0.08542427,-0.2943778,0.3686883,0.0092514325,0.14560133,-4.020422,0.4058178,1.9051437,-0.0047993446,-1.3769234,4.33602,1.759999,0.45,-5.5001802,13.541065,8.0,8.0,0.0,4.180267810821533,0.734154224395752,0.0,1273.3450927734375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
299,11.959999732673168,6.14952,4.269777,0.4000066,0.18243796,0.017491734,0.06467123,0.98093224,0.7131002,0.0951624,-9.837621e-05,-0.00982377,0.037029408,-0.29459938,0.7193819,0.0020721133,0.0073614316,-0.0016483511,-0.070671156,-0.28854895,0.36848405,0.010719638,0.13366382,-3.9447205,0.40571108,1.8849975,-0.0047073704,-2.709311,8.187504,1.739999,0.45,-5.4774494,13.584217,8.0,8.0,0.0,4.1639933586120605,0.7302231788635254,0.0,1273.324462890625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
300,11.999999731779099,6.177995,4.273246,0.40000668,0.1825006,0.017330457,0.05885588,0.9812895,0.71120363,0.0835136,-9.667066e-05,-0.0039822813,0.04558273,-0.28445616,0.7160386,-0.00031345477,0.009640428,0.005164994,-0.0597992,-0.28179142,0.3685253,0.012530249,0.122148044,-3.8697217,0.40562186,1.867571,-0.0042492524,-2.3830614,7.7162623,1.7199991,0.45,-5.551124,13.568595,8.0,8.0,0.0,4.148300647735596,0.7267541885375977,0.0,1273.318603515625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
301,12.039999730885029,6.2063675,4.276239,0.40000665,0.18270683,0.017303202,0.053210396,0.98157394,0.7084185,0.071493804,-9.426201e-05,0.0036814956,0.050304808,-0.2753173,0.71191776,-0.003239036,0.012242656,0.013227608,-0.05295806,-0.27452615,0.36886823,0.014525451,0.111022316,-3.7953248,0.40556154,1.8526883,-0.0037992522,-0.2818952,7.110089,1.6999991,0.45,-5.701666,13.461559,8.0,8.0,0.0,4.13322114944458,0.7237610816955566,0.0,1273.2569580078125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
302,12.07999972999096,6.2345996,4.2787457,0.4000067,0.18308288,0.017332986,0.047724288,0.98178536,0.7047144,0.05931806,-9.226735e-05,0.012893441,0.05151554,-0.26747447,0.70701486,-0.0065284767,0.0149863735,0.0224085,-0.049897853,-0.26715338,0.36955458,0.0165603,0.100238256,-3.721447,0.4055489,1.839938,-0.0025814367,-0.66084826,7.8145905,1.6799991,0.45,-5.9353075,13.304489,8.0,8.0,0.0,4.118782997131348,0.7212543487548828,0.0,1273.2786865234375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
303,12.11999972909689,6.262655,4.280764,0.40000668,0.18364757,0.017352525,0.042381026,0.9819248,0.7001273,0.047128636,-8.3742816e-05,0.023095597,0.049727652,-0.26116455,0.7014056,-0.010060149,0.017749062,0.032287035,-0.050155237,-0.26010627,0.3706154,0.018512461,0.0897392,-3.6480238,0.405604,1.8289119,-0.00074474234,0.9302337,7.825877,1.6599991,0.45,-6.2270994,13.094862,8.0,8.0,0.0,4.105007171630859,0.719235897064209,0.0,1273.273681640625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
304,12.15999972820282,6.2905016,4.282298,0.40000683,0.18441167,0.017307645,0.03715754,0.98199385,0.69473237,0.03508931,-7.964155e-05,0.03385845,0.0456151,-0.25651437,0.6951995,-0.013686335,0.020401724,0.04256589,-0.053103305,-0.25376165,0.3720686,0.020288823,0.07946034,-3.575014,0.40574676,1.8191592,0.0016269672,1.0216715,7.6245794,1.6399992,0.45,-6.555286,12.770297,8.0,8.0,0.0,4.09190559387207,0.7177019119262695,0.0,1273.2861328125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
305,12.19999972730875,6.31811,4.283358,0.40000677,0.18537432,0.017159622,0.03202716,0.981996,0.6886432,0.023347193,-7.645235e-05,0.044531524,0.039962657,-0.25354266,0.6884452,-0.017268393,0.022839846,0.052716356,-0.057970494,-0.24844389,0.37391195,0.021829069,0.06933504,-3.502399,0.40598488,1.8098809,0.0042934446,1.3378171,8.801164,1.6199992,0.45,-6.9098253,12.369451,8.0,8.0,0.0,4.0794830322265625,0.716641902923584,0.0,1273.3060302734375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
306,12.23999972641468,6.3454566,4.283961,0.40000677,0.18652588,0.01688448,0.026960574,0.9819349,0.68197197,0.0120969815,-7.318611e-05,0.05473984,0.033458,-0.25220153,0.6813204,-0.020601109,0.024985699,0.06243792,-0.064086445,-0.24436848,0.376127,0.023103286,0.0592964,-3.430182,0.40633157,1.800758,0.0075479187,1.194251,8.600431,1.5999992,0.45,-7.2599416,11.897676,8.0,8.0,0.0,4.067734241485596,0.7160391807556152,0.0,1273.3465576171875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
307,12.27999972552061,6.3725224,4.2841296,0.40000683,0.18784802,0.016472327,0.021928804,0.98181504,0.67484885,0.0014643392,-7.04379e-05,0.06400674,0.026793921,-0.252357,0.6739087,-0.023548983,0.026783809,0.07131491,-0.070750445,-0.24167635,0.37867957,0.024109326,0.049282912,-3.3583846,0.40679243,1.7910817,0.011158728,0.93832684,9.126283,1.5799992,0.45,-7.6022725,11.366996,8.0,8.0,0.0,4.05664587020874,0.7158703804016113,0.0,1273.3984375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
308,12.319999724626541,6.399292,4.283891,0.40000677,0.18931405,0.015924443,0.016903661,0.9816418,0.6673868,-0.008458604,-6.778668e-05,0.071804516,0.020446986,-0.2538618,0.6663476,-0.025996149,0.028214127,0.07883889,-0.07747184,-0.24042064,0.381519,0.024866559,0.03923832,-3.2870412,0.40736613,1.780714,0.014782426,1.019748,8.851037,1.5599992,0.45,-7.9114003,10.786746,8.0,8.0,0.0,4.046199321746826,0.7161087989807129,0.0,1273.4608154296875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
309,12.359999723732471,6.425757,4.2832775,0.40000695,0.19089131,0.015250471,0.011857892,0.98142105,0.6596863,-0.01754264,-6.461742e-05,0.077862084,0.0148072075,-0.2565245,0.65869045,-0.027796399,0.02924087,0.084754415,-0.08384466,-0.2405693,0.3845826,0.025409864,0.029111043,-3.2161956,0.40805835,1.7692765,0.018728646,1.4004695,8.35109,1.5399992,0.45,-8.182355,10.213253,8.0,8.0,0.0,4.036367893218994,0.7167224884033203,0.0,1273.5311279296875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
310,12.399999722838402,6.451909,4.2823234,0.40000695,0.19254269,0.014465705,0.0067690797,0.98115855,0.6518283,-0.025751892,-6.288856e-05,0.082177825,0.010098594,-0.26012784,0.6510041,-0.028891733,0.029868426,0.08902975,-0.089620076,-0.24199834,0.38779852,0.025782485,0.018860998,-3.1458967,0.40886286,1.7568378,0.02271425,0.97771966,8.580707,1.5199993,0.45,-8.413398,9.563002,8.0,8.0,0.0,4.027121067047119,0.7176766395568848,0.0,1273.580322265625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
311,12.439999721944332,6.477745,4.281061,0.40000692,0.19422802,0.013588202,0.001617533,0.98086095,0.64387774,-0.0330995,-6.0851107e-05,0.08421175,0.0064172596,-0.26445684,0.6433673,-0.029269034,0.030121954,0.09111856,-0.09466494,-0.2445533,0.39108798,0.026030872,0.008454534,-3.076192,0.40976503,1.7431334,0.026244488,0.5894691,9.060904,1.4999993,0.45,-8.598052,8.978706,8.0,8.0,0.0,4.018428325653076,0.7189388275146484,0.0,1273.631103515625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
312,12.479999721050262,6.503261,4.2795286,0.40000698,0.19590798,0.012636038,-0.0036131367,0.9805342,0.63587314,-0.03955173,-5.892201e-05,0.084252365,0.0037458031,-0.26935595,0.63573307,-0.028883992,0.030001512,0.09126975,-0.09898679,-0.24806508,0.39437312,0.026198816,-0.0021353415,-3.00713,0.41076297,1.728312,0.029656095,0.4356037,8.832009,1.4799993,0.45,-8.745844,8.360116,8.0,8.0,0.0,4.010253429412842,0.7204713821411133,0.0,1273.6607666015625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
313,12.519999720156193,6.5284557,4.277758,0.40000695,0.19754179,0.011625679,-0.008934477,0.98018473,0.6278399,-0.045200128,-5.729354e-05,0.082071185,0.0019606072,-0.27462068,0.62815434,-0.027807182,0.02955327,0.08923938,-0.1026694,-0.2522924,0.3975725,0.02632353,-0.0129266,-2.9387527,0.41183445,1.7121176,0.032293588,0.51132786,8.764186,1.4599993,0.45,-8.85309,7.781913,8.0,8.0,0.0,4.002564907073975,0.7222418785095215,0.0,1273.6766357421875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
314,12.559999719262123,6.5533276,4.2757816,0.40000695,0.19909082,0.01056916,-0.014355541,0.9798188,0.6197773,-0.05007661,-5.663131e-05,0.077865474,0.00083152804,-0.2801465,0.62057245,-0.026065128,0.02879493,0.0852008,-0.105929494,-0.2570325,0.40060836,0.026430914,-0.023933856,-2.8710911,0.41296405,1.6952107,0.034377214,0.30954212,8.78221,1.4399993,0.45,-8.927003,7.238298,8.0,8.0,0.0,3.995330333709717,0.7242183685302734,0.0,1273.6722412109375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
315,12.599999718368053,6.5778766,4.273629,0.40000686,0.20052181,0.009475426,-0.019882271,0.9794416,0.6116932,-0.054255337,-6.21513e-05,0.07186249,0.00020464894,-0.28583184,0.6130278,-0.023724675,0.027749144,0.07936974,-0.108906776,-0.26211402,0.40341365,0.026538024,-0.035166614,-2.8041744,0.41414046,1.6771566,0.03593758,0.18211168,8.859987,1.4199994,0.45,-8.971371,6.762778,8.0,8.0,0.0,3.9885177612304688,0.7263708114624023,0.0,1273.622802734375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
316,12.639999717473984,6.602101,4.2713246,0.4000069,0.2018051,0.008348577,-0.025518477,0.9790576,0.6035742,-0.057863206,-6.2300845e-05,0.06431037,-0.00015078706,-0.2916163,0.6053917,-0.020906614,0.02648422,0.071994625,-0.11181833,-0.26737463,0.40592828,0.02665015,-0.046632003,-2.7380207,0.4153407,1.658431,0.03663133,0.090341106,8.88433,1.3999994,0.45,-8.999238,6.3148375,8.0,8.0,0.0,3.982102632522583,0.728675365447998,0.0,1273.634033203125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
317,12.679999716579914,6.6259985,4.26889,0.4000069,0.20291719,0.0071896426,-0.031266704,0.9786701,0.59541774,-0.06099209,-6.275116e-05,0.055521473,-0.00037369324,-0.29745743,0.5977227,-0.01769925,0.02502224,0.063388236,-0.114792146,-0.27270517,0.40810484,0.026764877,-0.05833574,-2.6726465,0.41654417,1.6389282,0.03657981,0.2188519,8.840171,1.3799994,0.45,-9.012981,5.9366884,8.0,8.0,0.0,3.9760613441467285,0.7311100959777832,0.0,1273.611083984375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
318,12.719999715685844,6.649567,4.266341,0.4000069,0.20383888,0.0059968964,-0.03712795,0.9782818,0.58721584,-0.063749604,-6.377292e-05,0.04569144,-0.0005912272,-0.30333546,0.59005153,-0.01420818,0.023392875,0.05375374,-0.1179519,-0.27802566,0.40990514,0.026872782,-0.07028159,-2.6080596,0.41772878,1.61883,0.03580336,0.081510186,8.821227,1.3599994,0.45,-9.019014,5.6729817,8.0,8.0,0.0,3.9703750610351562,0.7336587905883789,0.0,1273.5865478515625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
319,12.759999714791775,6.6728067,4.2636914,0.4000069,0.20455696,0.004767065,-0.043103155,0.9778936,0.5789675,-0.06626384,-6.579937e-05,0.035196453,-0.00085668283,-0.3092583,0.5822675,-0.010561597,0.021661472,0.04347074,-0.12134395,-0.28331262,0.41130325,0.026960732,-0.08247373,-2.5442672,0.41887137,1.5981294,0.03413307,-0.27338532,8.71255,1.3399994,0.45,-9.022332,5.4339495,8.0,8.0,0.0,3.9650275707244873,0.7363085746765137,0.0,1273.5595703125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
320,12.799999713897705,6.6957135,4.2609477,0.40000686,0.20506428,0.0034960385,-0.049193665,0.9775052,0.57067186,-0.0686155,-7.298828e-05,0.024294008,-0.0012149164,-0.315254,0.5744125,-0.006839537,0.01984822,0.03280478,-0.12501338,-0.28856888,0.41228625,0.027013805,-0.094917335,-2.4812698,0.41995364,1.5772141,0.031836092,-0.53009963,8.633168,1.3199995,0.45,-9.019336,5.307161,8.0,8.0,0.0,3.9600095748901367,0.7390522956848145,0.0,1273.5059814453125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
321,12.839999713003635,6.718287,4.2581143,0.40000683,0.20535828,0.0021812252,-0.055400547,0.97711504,0.5623358,-0.07092609,-7.53226e-05,0.013247424,-0.0015821697,-0.32133067,0.56650114,-0.003153348,0.018012233,0.022014242,-0.12887084,-0.293834,0.41285065,0.027019827,-0.10761636,-2.4190738,0.42095515,1.5562142,0.02873258,-0.555583,8.684602,1.2999995,0.45,-9.019699,5.230018,8.0,8.0,0.0,3.955312490463257,0.7418856620788574,0.0,1273.486328125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
322,12.879999712109566,6.740526,4.255193,0.40000683,0.20544027,0.0008218049,-0.061726257,0.9767207,0.55397177,-0.07326452,-7.6759265e-05,0.0022392196,-0.0018829751,-0.32751203,0.558581,0.00043166167,0.01617271,0.011279161,-0.13284138,-0.29916257,0.41300124,0.026970735,-0.120576665,-2.3576894,0.42185992,1.5349696,0.025100194,-0.8856772,8.817909,1.2799995,0.45,-9.007049,5.2697783,8.0,8.0,0.0,3.950930595397949,0.7448067665100098,0.0,1273.4825439453125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
