step,time_s,root_x,root_y,root_z,root_qx,root_qy,root_qz,root_qw,root_vel_world_x,root_vel_world_y,root_vel_world_z,root_ang_vel_world_x,root_ang_vel_world_y,root_ang_vel_world_z,base_lin_vel_body_x,base_lin_vel_body_y,base_lin_vel_body_z,base_ang_vel_body_x,base_ang_vel_body_y,base_ang_vel_body_z,base_euler_roll,base_euler_pitch,base_euler_yaw,dof_pos_1,dof_pos_2,dof_vel_1,dof_vel_2,policy_action_1,policy_action_2,output_action_1,output_action_2,torque_1,torque_2,command_1,command_2,command_3,goal_dist,obstacle_clearance,contact_norm_base_link,contact_norm_link1,contact_norm_link2,done,success,collision,timeout,unstable,out_of_bounds,terminal_x,terminal_y,terminal_goal_distance,terminal_speed,terminal_clearance
151,6.03999986499548,2.6300333,1.0754669,0.4000058,-0.13996136,-0.050544754,0.37131298,0.91650563,0.82446235,0.50140846,-0.0004089705,0.41238433,0.33590165,0.3291692,0.941277,-0.20585793,-0.052660923,0.5262309,-0.14152585,0.30706337,-0.29851934,0.011290075,0.768161,-4.877028,-0.1912727,2.4703505,0.5529493,2.2269454,5.811535,2.4599984,0.14999995,0.6952262,25.492088,8.0,8.0,0.0,8.762744903564453,2.369966745376587,0.0,1270.0206298828125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
152,6.07999986410141,2.6632724,1.0949892,0.40000522,-0.12800843,-0.048166737,0.3781157,0.91559935,0.8381666,0.47975573,-0.0004578177,0.4941357,0.38662645,0.35065725,0.9327294,-0.24303521,-0.06056715,0.6200093,-0.16761315,0.32264337,-0.27426976,0.008601235,0.7820884,-4.776728,-0.16707112,2.448375,0.58341074,1.9228857,5.974904,2.4399984,0.18999994,1.2481427,25.525566,8.0,8.0,0.0,8.726960182189941,2.3367276191711426,0.0,1270.011962890625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
153,6.11999986320734,2.6970778,1.1136831,0.40000498,-0.11407516,-0.045387927,0.38538307,0.9145527,0.8535404,0.45842242,-0.00046224362,0.5746028,0.4459431,0.37826446,0.9243811,-0.2823936,-0.066738494,0.7186662,-0.1893768,0.34608057,-0.24611916,0.0049059885,0.7970106,-4.676969,-0.14140366,2.428179,0.6142448,2.0856028,6.174133,2.4199984,0.22999993,2.088933,24.744568,8.0,8.0,0.0,8.691510200500488,2.302922248840332,0.0,1270.1502685546875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
154,6.159999862313271,2.7315161,1.1315756,0.40000513,-0.09811857,-0.042029623,0.39319855,0.9132366,0.87060523,0.43767518,-0.00041867822,0.6530419,0.51451236,0.41118836,0.91626734,-0.3240541,-0.0704656,0.8223895,-0.20537584,0.3765189,-0.21389009,0.00039418042,0.8130904,-4.577935,-0.11423047,2.4149284,0.6453404,2.331765,6.223769,2.3999984,0.26999992,3.2092607,23.149017,8.0,8.0,0.0,8.65633773803711,2.268483877182007,0.0,1270.43212890625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
155,6.199999861419201,2.7666407,1.1487033,0.40000576,-0.08008813,-0.037963334,0.401604,0.91151464,0.88893735,0.41781658,-0.00032466472,0.7294906,0.5896962,0.44812182,0.9080677,-0.36767864,-0.070766784,0.9295774,-0.21683349,0.41182715,-0.17742702,-0.004880865,0.83043593,-4.479477,-0.08542072,2.4203637,0.6801262,2.781126,6.2088947,2.4199984,0.3099999,3.9807904,21.934021,8.0,8.0,0.0,8.621386528015137,2.2333593368530273,0.0,1271.42529296875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
156,6.239999860525131,2.8025167,1.16512,0.40000665,-0.06000185,-0.032981332,0.4105918,0.9092449,0.90848607,0.39958757,-0.00023769836,0.80191195,0.6753361,0.48655555,0.9001296,-0.41271764,-0.06672018,1.0419059,-0.21907979,0.44981658,-0.13662899,-0.010703883,0.8490573,-4.381746,-0.054965585,2.4372761,0.7171709,2.848859,6.1021795,2.4399984,0.3499999,4.7398367,19.060272,8.0,8.0,0.0,8.586583137512207,2.1974833011627197,0.0,1272.229248046875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
157,6.2799998596310616,2.8392012,1.1809032,0.40000823,-0.037917115,-0.026837736,0.42008817,0.90629345,0.9291299,0.3835444,-0.00017982403,0.8666752,0.77069426,0.5232961,0.8926818,-0.4585055,-0.057256516,1.1567227,-0.20947073,0.4869544,-0.09141664,-0.016789457,0.8688536,-4.28486,-0.022916412,2.463534,0.7541784,3.5464177,5.8653836,2.4599984,0.3899999,5.6147647,15.457947,8.0,8.0,0.0,8.551837921142578,2.1607987880706787,0.0,1273.4361572265625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
158,6.319999858736992,2.8767278,1.1961633,0.40001008,-0.013966918,-0.019288294,0.42994162,0.9025426,0.95017517,0.3705633,-0.00015709925,0.920321,0.87363726,0.5548401,0.88597214,-0.50347286,-0.041456923,1.2705344,-0.18662296,0.51858914,-0.04182022,-0.022809073,0.8896035,-4.1889014,0.010693399,2.499914,0.79167783,2.8621273,5.64994,2.4799984,0.4299999,6.6784906,11.174576,8.0,8.0,0.0,8.517047882080078,2.123272180557251,0.0,1275.091064453125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
159,6.359999857842922,2.9152286,1.2109532,0.40001237,0.011573202,-0.010104125,0.4399068,0.897912,0.97238547,0.3608562,-0.00026130697,0.9635095,0.9912813,0.57904196,0.88082165,-0.5473152,-0.018712692,1.3896794,-0.14715311,0.5417247,0.011898743,-0.028331282,0.91093683,-4.0941505,0.044179887,2.5357928,0.8041145,2.7391758,5.4892006,2.4999983,0.45,7.200632,2.5600662,8.0,8.0,0.0,8.482101440429688,2.0847713947296143,0.0,1277.0914306640625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
160,6.3999998569488525,2.9547608,1.2254062,0.40001708,0.038460467,0.0009581555,0.44969112,0.8923551,0.99506086,0.35529688,-0.00042969597,0.9902749,1.1162046,0.59225523,0.87777376,-0.588013,0.011605689,1.5051491,-0.092067435,0.5508058,0.069596305,-0.032886557,0.9324401,-4.0005894,0.075997815,2.5661151,0.78408426,4.028856,5.3108926,2.5199983,0.45,7.5527763,-6.515274,8.0,8.0,0.0,8.446866989135742,2.045239210128784,0.0,1281.91259765625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
161,6.439999856054783,2.995135,1.2398224,0.400025,0.06636732,0.014026254,0.45897436,0.88585615,1.0135844,0.35663545,-0.00048084953,0.99135196,1.229822,0.590717,0.87679696,-0.6191552,0.049102608,1.5969447,-0.026382018,0.54155064,0.13091779,-0.036079135,0.9537016,-3.9078662,0.10657725,2.5974433,0.76491374,2.965317,5.703866,2.5399983,0.45,8.277034,-12.578407,8.0,8.0,0.0,8.411223411560059,2.0048649311065674,0.0,1287.451416015625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
162,6.479999855160713,3.0360887,1.2545246,0.4000326,0.09464782,0.029014971,0.46740326,0.8784839,1.0243146,0.36663517,-0.00052805507,0.96502715,1.3279601,0.5746369,0.8781195,-0.63578254,0.09133446,1.6611266,0.047890715,0.5131208,0.194782,-0.03750782,0.9742607,-3.8158462,0.13626544,2.620769,0.75937265,2.5824847,5.5961366,2.5599983,0.45,8.64852,-20.111443,8.0,8.0,0.0,8.375073432922363,1.9639112949371338,0.0,1290.4083251953125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
163,6.5199998542666435,3.0772774,1.2698395,0.4000386,0.122563474,0.045720976,0.47466916,0.8703889,1.0252402,0.38543543,-0.0006006906,0.9101305,1.405689,0.5454879,0.8817422,-0.63564205,0.134818,1.6934972,0.12823892,0.46616244,0.2598485,-0.036772434,0.99373156,-3.7244272,0.16518494,2.6215596,0.76431966,3.2240882,5.6264553,2.5799983,0.45,8.157697,-28.819206,8.0,8.0,0.0,8.338360786437988,1.922722578048706,0.0,1290.5977783203125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
164,6.559999853372574,3.1182747,1.2860767,0.40004233,0.1493888,0.06382307,0.48055583,0.86178637,1.0147877,0.41220307,-0.00070146634,0.8290674,1.4570645,0.5059562,0.88707817,-0.61797154,0.17582518,1.6910019,0.20947996,0.40366173,0.3246778,-0.033581935,1.0118604,-3.6334555,0.19341914,2.5971246,0.7764334,2.7065263,4.440503,2.5999982,0.45,6.547021,-37.84172,8.0,8.0,0.0,8.301084518432617,1.8817253112792969,0.0,1288.080078125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
165,6.599999852478504,3.158608,1.3035004,0.40004307,0.17442362,0.08292774,0.4849681,0.8529391,0.99229014,0.4451407,-0.0008989272,0.7271109,1.4770228,0.4597721,0.8929961,-0.5838859,0.21077211,1.6524634,0.28564453,0.33058545,0.38777044,-0.027718697,1.0285561,-3.5429697,0.22090866,2.5579524,0.78840977,2.0654657,5.5418468,2.5799983,0.45,4.941827,-47.37581,8.0,8.0,0.0,8.263303756713867,1.8413920402526855,0.0,1283.4078369140625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
166,6.6399998515844345,3.1977386,1.3222995,0.40004158,0.19723748,0.10243044,0.48794505,0.844106,0.95750356,0.48151976,-0.0011925468,0.61569124,1.4533365,0.40795305,0.8975601,-0.5358074,0.23661624,1.5734956,0.3425313,0.2539981,0.44784313,-0.019559037,1.0438093,-3.4522803,0.24794155,2.5355675,0.79592615,3.4569213,5.010471,2.5999982,0.45,3.102132,-55.05993,8.0,8.0,0.0,8.225168228149414,1.8022613525390625,0.0,1276.6912841796875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
167,6.679999850690365,3.2351716,1.3425822,0.40003607,0.21742862,0.12170706,0.48963702,0.83556426,0.91130704,0.5195374,-0.0016583476,0.5026418,1.3891699,0.3549372,0.89991176,-0.476955,0.25102177,1.4603549,0.37833333,0.18098703,0.5035725,-0.009534205,1.0576643,-3.361068,0.27451462,2.5214517,0.79491335,2.3570662,5.0520926,2.5799983,0.45,2.2450364,-63.558594,8.0,8.0,0.0,8.186867713928223,1.7648284435272217,0.0,1269.584228515625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
168,6.719999849796295,3.2704256,1.3643664,0.40002832,0.23489416,0.13996188,0.49030355,0.8275493,0.85558575,0.55660397,-0.0020154803,0.396934,1.269189,0.3012609,0.8989795,-0.4115474,0.25353843,1.3035882,0.38139644,0.12045294,0.55391526,0.001311839,1.0701113,-3.2682076,0.3008382,2.522263,0.7746266,3.0353503,5.211159,2.5999982,0.45,2.713747,-68.8224,8.0,8.0,0.0,8.148650169372559,1.72957444190979,0.0,1261.1744384765625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
169,6.7599998489022255,3.3030918,1.3876063,0.40001816,0.24956354,0.1563397,0.49029565,0.8202962,0.7911804,0.5919053,-0.002136706,0.3063727,1.1005353,0.2506283,0.89440835,-0.34229574,0.24310033,1.1123048,0.35286123,0.07890561,0.5977408,0.0117701925,1.0810877,-3.172599,0.32707095,2.5397267,0.74537,2.6265273,4.9480042,2.6199982,0.45,3.2467616,-73.09294,8.0,8.0,0.0,8.110776901245117,1.6969082355499268,0.0,1252.973876953125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
170,6.799999848008156,3.3328652,1.4122131,0.40000734,0.26143038,0.17011045,0.49001977,0.81400067,0.72042114,0.6243947,-0.0020811148,0.23137322,0.89130306,0.20627885,0.8864614,-0.27267596,0.22079785,0.89291745,0.2996215,0.058765545,0.63409823,0.020729417,1.0905639,-3.0733647,0.353172,2.5837128,0.7050664,2.8575373,5.4545937,2.6399982,0.45,2.8794885,-75.69893,8.0,8.0,0.0,8.073479652404785,1.6671347618103027,0.0,1246.2913818359375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
171,6.839999847114086,3.359551,1.4380907,0.39999843,0.2704623,0.18092166,0.48987365,0.80879,0.645617,0.65436494,-0.0021512676,0.16486904,0.6670838,0.17448491,0.87609845,-0.20517285,0.18801501,0.6640023,0.24207437,0.055865496,0.66237,0.027674094,1.0986977,-2.9705834,0.3790471,2.6298654,0.66229075,2.3625667,4.7687883,2.6199982,0.45,0.33278465,-77.68197,8.0,8.0,0.0,8.036941528320312,1.640449047088623,0.0,1243.933349609375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
172,6.8799998462200165,3.3830767,1.4651175,0.39999643,0.27675378,0.18868475,0.49021596,0.8046699,0.5680365,0.6824802,-0.00056284096,0.11510176,0.45264217,0.15839581,0.8643334,-0.13922581,0.14852671,0.4508718,0.18684006,0.07122617,0.6824716,0.032325264,1.105814,-2.864929,0.40438905,2.6481395,0.6326672,1.8819885,5.322851,2.5999982,0.45,-1.5071774,-79.50614,8.0,8.0,0.0,8.001291275024414,1.6169233322143555,0.0,1244.8724365234375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
173,6.919999845325947,3.4034722,1.4930718,0.40000212,0.28077492,0.1935036,0.49097383,0.8016648,0.4901646,0.70598036,-0.0025021792,0.09063508,0.28219867,0.13218029,0.8496928,-0.07988081,0.10163538,0.28839925,0.12477805,0.08113927,0.69523704,0.034550656,1.1115568,-2.7576492,0.4285897,2.6374574,0.61254495,2.065289,5.3557525,2.5799983,0.45,-3.0554771,-83.580734,8.0,8.0,0.0,7.9666924476623535,1.5965278148651123,0.0,1230.8575439453125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
174,6.959999844431877,3.4209669,1.5217389,0.4000069,0.2827426,0.19545612,0.49234477,0.7996562,0.41585842,0.7253887,-0.00259261,0.07502694,0.11838419,0.116302915,0.8339104,-0.02542986,0.05537781,0.13525915,0.066261664,0.10243549,0.70106816,0.034188375,1.1162624,-2.6486804,0.44992787,2.6469147,0.5721972,0.4103404,6.0936522,2.5599983,0.45,-5.288147,-79.025665,8.0,8.0,0.0,7.9331841468811035,1.5790331363677979,0.0,1241.1466064453125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
175,6.9999998435378075,3.4357693,1.5509921,0.40000993,0.28286713,0.1948459,0.49444756,0.7984628,0.3480972,0.740468,-0.002684355,0.062271163,-0.03736055,0.10806063,0.81783026,0.021694794,0.011809722,-0.0099240765,0.014211922,0.1290269,0.7006549,0.031433634,1.1203933,-2.538785,0.4680578,2.642312,0.50839335,0.30828124,6.5987945,2.5399983,0.45,-6.6093135,-73.45813,8.0,8.0,0.0,7.900753498077393,1.5642306804656982,0.0,1247.0069580078125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
176,7.039999842643738,3.4481206,1.580734,0.4000147,0.281372,0.19202709,0.49728042,0.79791445,0.28829187,0.75227,-0.0026077642,0.050500855,-0.17591748,0.10512244,0.8027923,0.06180427,-0.02709587,-0.13961354,-0.02840066,0.15571976,0.69479865,0.026603946,1.1242775,-2.4288225,0.48310167,2.6142178,0.43276754,0.3285423,6.51545,2.5199983,0.45,-7.1314383,-68.536354,8.0,8.0,0.0,7.869344234466553,1.5518794059753418,0.0,1256.7978515625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
177,7.079999841749668,3.4583168,1.6108931,0.40002012,0.27849147,0.18740708,0.5007329,0.7978643,0.237357,0.76190305,-0.0022798006,0.03691029,-0.29200044,0.10501444,0.78998905,0.09530938,-0.060231745,-0.2500792,-0.059522625,0.17768973,0.68439835,0.020152532,1.1281002,-2.3195632,0.49527153,2.5706947,0.3527222,0.17634678,7.055189,2.4999983,0.45,-7.1681547,-63.60925,8.0,8.0,0.0,7.838850021362305,1.5416831970214844,0.0,1266.826416015625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
178,7.1199998408555984,3.4666977,1.641432,0.4000243,0.27442306,0.18144427,0.5046211,0.7982026,0.19549465,0.77050614,-0.0018116683,0.018186592,-0.38334233,0.10501508,0.780488,0.12288476,-0.08715908,-0.34058598,-0.07797158,0.19034469,0.67035186,0.012699588,1.131939,-2.2116897,0.5048049,2.523171,0.27472723,-0.13804317,6.9460216,2.4799984,0.45,-6.8029594,-57.96956,8.0,8.0,0.0,7.80911111831665,1.5333023071289062,0.0,1274.591064453125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
179,7.159999839961529,3.473618,1.6723491,0.4000263,0.26930317,0.1746208,0.5087256,0.79886264,0.16237347,0.7791113,-0.0013112604,-0.008415638,-0.44967598,0.10275662,0.7749619,0.14532024,-0.10807869,-0.4118281,-0.083163895,0.19056427,0.65347385,0.004993281,1.1357892,-2.10579,0.5119336,2.4793139,0.20280416,-0.3515699,7.442527,2.4599984,0.45,-5.9940376,-51.667156,8.0,8.0,0.0,7.7799296379089355,1.5263819694519043,0.0,1279.592529296875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
180,7.199999839067459,3.479422,1.7036676,0.4000264,0.26321086,0.16739747,0.5128192,0.79982156,0.13734885,0.7883897,-0.000846754,-0.04439727,-0.4932508,0.09647321,0.7736159,0.16341087,-0.12342195,-0.46642268,-0.07577029,0.17685369,0.63444936,-0.0021829323,1.1395645,-2.0023236,0.51684743,2.4424539,0.13802892,0.42588365,7.4198613,2.4399984,0.45,-4.7450686,-44.802322,8.0,8.0,0.0,7.751091957092285,1.5205779075622559,0.0,1282.1470947265625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
181,7.239999838173389,3.4844246,1.7354214,0.40002495,0.2561867,0.16017015,0.516688,0.80109143,0.1195464,0.7986117,-0.00047062087,-0.089579515,-0.5180848,0.08521909,0.776242,0.17796016,-0.13365182,-0.50786644,-0.057568498,0.14985585,0.6138182,-0.008115411,1.1431044,-1.901606,0.5197038,2.4095318,0.08015098,0.49858248,8.120271,2.4199984,0.45,-3.1594431,-37.529907,8.0,8.0,0.0,7.722393989562988,1.5155754089355469,0.0,1282.7760009765625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
182,7.27999983727932,3.4888961,1.7676381,0.40002295,0.24826157,0.1532282,0.5201482,0.8027036,0.10790694,0.80959094,-0.00020631964,-0.14144614,-0.5291755,0.06855928,0.7820799,0.1896978,-0.13940275,-0.5395896,-0.032007247,0.1120858,0.5919806,-0.012272279,1.1461868,-1.8037816,0.52065855,2.3764825,0.028830616,0.80363965,7.6288276,2.3999984,0.45,-1.3836098,-30.022219,8.0,8.0,0.0,7.69365930557251,1.511103868484497,0.0,1282.2132568359375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
183,7.31999983638525,3.4930594,1.800322,0.4000207,0.23948815,0.14673366,0.5230577,0.8046895,0.10138257,0.8207208,-4.1467043e-05,-0.19559029,-0.5315092,0.046627704,0.79010886,0.19925733,-0.1410325,-0.5642672,-0.0036881268,0.06732189,0.5692296,-0.014382664,1.1485592,-1.708802,0.51987714,2.3404834,-0.01667402,-0.08436048,8.236987,2.3799984,0.45,0.3821349,-22.558495,8.0,8.0,0.0,7.664758682250977,1.5069406032562256,0.0,1281.26513671875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
184,7.35999983549118,3.4970884,1.8334461,0.40001887,0.22996505,0.1407232,0.5253206,0.8070633,0.09898365,0.83111453,3.736748e-05,-0.246452,-0.52924305,0.020031733,0.79896224,0.20699628,-0.13917527,-0.58340627,0.022250589,0.019772634,0.54579365,-0.014466209,1.1499717,-1.6164318,0.51754844,2.3030648,-0.056758918,0.08972326,7.872521,2.3599985,0.45,1.9581723,-15.350063,8.0,8.0,0.0,7.635613918304443,1.5029115676879883,0.0,1280.3717041015625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
185,7.399999834597111,3.5011215,1.8669456,0.40001762,0.21984407,0.13513258,0.5268902,0.8098113,0.09997083,0.8397714,6.902359e-05,-0.2887907,-0.52539843,-0.0099317115,0.80734485,0.21299869,-0.1343182,-0.5976022,0.041435637,-0.026466131,0.5218738,-0.012803949,1.1502215,-1.5262827,0.51386476,2.2682664,-0.09227518,0.07541829,8.160769,2.3399985,0.45,3.1982374,-8.550513,8.0,8.0,0.0,7.606198787689209,1.4988784790039062,0.0,1279.6278076171875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
186,7.439999833703041,3.5052724,1.9007219,0.40001675,0.20932335,0.12983556,0.5277678,0.81288844,0.10382093,0.8458176,6.269611e-05,-0.31870025,-0.52151966,-0.041336693,0.81421036,0.21710902,-0.12698832,-0.6066585,0.051104207,-0.06802144,0.49767327,-0.009864744,1.1491888,-1.4378844,0.5090228,2.2394438,-0.12371704,0.45687053,7.8669205,2.3199985,0.45,4.0219045,-2.2208023,8.0,8.0,0.0,7.576527118682861,1.494727611541748,0.0,1278.8719482421875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
187,7.479999832808971,3.5096378,1.934651,0.4000162,0.19863296,0.124684416,0.5279972,0.8162216,0.11022406,0.84861743,4.215902e-05,-0.3340336,-0.51777303,-0.07195699,0.81882346,0.2189723,-0.11783379,-0.60976034,0.0503464,-0.102328144,0.47341898,-0.0062151058,1.1468579,-1.350753,0.50321394,2.2187808,-0.15138757,0.5869172,8.0086,2.2999985,0.45,4.4054995,3.615902,8.0,8.0,0.0,7.546642303466797,1.4903621673583984,0.0,1278.0423583984375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
188,7.519999831914902,3.514313,1.9685924,0.4000159,0.1880173,0.11954601,0.5276589,0.819716,0.119109474,0.8478198,1.4052639e-05,-0.33454806,-0.5133897,-0.099455,0.82090354,0.21809256,-0.10739376,-0.60611385,0.039957862,-0.12801187,0.4493741,-0.0024304413,1.1433251,-1.2644415,0.49661356,2.205812,-0.17584509,0.73658335,7.806239,2.2799985,0.45,4.382435,8.970189,8.0,8.0,0.0,7.516599655151367,1.485687017440796,0.0,1276.936279296875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
189,7.559999831020832,3.519391,2.0024014,0.40001547,0.17771797,0.11432746,0.52685887,0.823265,0.13048251,0.8433854,-3.0933006e-05,-0.32139763,-0.5067377,-0.121844545,0.82052606,0.21399003,-0.09623726,-0.5946243,0.022012506,-0.14439756,0.42584124,0.0009790213,1.1387851,-1.1785839,0.48938537,2.199154,-0.19707139,0.6308295,7.9826035,2.2599986,0.45,4.020294,13.826511,8.0,8.0,0.0,7.486457824707031,1.4806089401245117,0.0,1275.4881591796875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
190,7.599999830126762,3.5249727,2.035939,0.4000151,0.16796239,0.10899373,0.52571946,0.8267575,0.14440061,0.83553565,-8.411973e-05,-0.29668507,-0.4956011,-0.13760492,0.8180634,0.20626986,-0.084845155,-0.5741079,-0.00063487515,-0.15159594,0.40316457,0.0036205729,1.1335112,-1.0929056,0.481679,2.1969974,-0.21477202,0.6528553,7.950893,2.2399986,0.45,3.418336,18.157293,8.0,8.0,0.0,7.456264972686768,1.475027322769165,0.0,1273.765625,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
191,7.639999829232693,3.531166,2.0690799,0.40001446,0.15895343,0.10357594,0.5243663,0.8300877,0.16097102,0.8246894,-0.00014514441,-0.2631694,-0.47757968,-0.14586255,0.81407875,0.1946182,-0.07366227,-0.54351413,-0.02471888,-0.15034004,0.38172212,0.005254606,1.1278206,-1.0072336,0.4736217,2.1968768,-0.22878079,0.5317496,8.034446,2.2199986,0.45,2.6791418,21.918404,8.0,8.0,0.0,7.42605447769165,1.4688339233398438,0.0,1271.7852783203125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
192,7.679999828338623,3.5380843,2.1017199,0.40001363,0.1508664,0.09817022,0.5229181,0.8331618,0.1801946,0.8114329,-0.0002159279,-0.22358578,-0.4501729,-0.14642365,0.80925107,0.17897934,-0.06298497,-0.5017548,-0.047138322,-0.14187634,0.3619175,0.0058018444,1.1220396,-0.9214892,0.46533093,2.1962724,-0.23808913,0.60657084,7.86822,2.1999986,0.45,1.9158733,25.103308,8.0,8.0,0.0,7.39583683013916,1.4619157314300537,0.0,1269.5975341796875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
193,7.719999827444553,3.5458438,2.133777,0.40001225,0.14384602,0.092927106,0.5214788,0.8359023,0.20198546,0.7964372,-0.00028365664,-0.18041104,-0.4111101,-0.13968277,0.8042815,0.15952517,-0.052907966,-0.4478265,-0.06516838,-0.12755293,0.3441602,0.005330692,1.1164722,-0.8356693,0.45690975,2.192781,-0.24140878,0.4961,7.5595875,2.1799986,0.45,1.1984503,27.757687,8.0,8.0,0.0,7.365601062774658,1.4541561603546143,0.0,1267.47412109375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
194,7.759999826550484,3.5545592,2.1651957,0.4000106,0.1380075,0.08803717,0.52012956,0.8382533,0.2261705,0.7804008,-0.00033830124,-0.13594872,-0.35909474,-0.12671287,0.7997614,0.13658577,-0.043575265,-0.38162702,-0.07679753,-0.10929763,0.32884973,0.004031341,1.1113712,-0.7498322,0.4484589,2.1842954,-0.23746511,1.1320364,7.4221916,2.1599987,0.45,0.56645155,30.10938,8.0,8.0,0.0,7.335318088531494,1.4454407691955566,0.0,1265.7088623046875,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
195,7.799999825656414,3.564335,2.1959457,0.40000868,0.13343225,0.083711214,0.51892483,0.8401817,0.25253114,0.7639846,-0.00037350928,-0.092594,-0.2943441,-0.10919956,0.7962422,0.11065065,-0.034760006,-0.30443463,-0.080642805,-0.08922887,0.3163451,0.0021826492,1.106918,-0.6640887,0.44009104,2.1690874,-0.22594072,1.1236048,7.1077347,2.1399987,0.45,-0.020002127,32.358025,8.0,8.0,0.0,7.304941654205322,1.4356648921966553,0.0,1264.835693359375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
196,7.839999824762344,3.5752594,2.2260227,0.40000674,0.13016222,0.08015759,0.5178891,0.84167886,0.281038,0.7476382,-0.00039636833,-0.053340815,-0.22010988,-0.08949943,0.7940501,0.08199022,-0.026344143,-0.22051468,-0.07623204,-0.06974969,0.30693159,0.00011470914,1.1032119,-0.5785871,0.43193156,2.1465063,-0.21055147,1.224335,6.691509,2.1199987,0.45,-0.5876386,34.446762,8.0,8.0,0.0,7.274416923522949,1.4247405529022217,0.0,1264.9320068359375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
197,7.879999823868275,3.5873947,2.2554445,0.4000056,0.1281948,0.07755601,0.5170163,0.84276044,0.31166416,0.7315586,-0.0004398692,-0.02120896,-0.14273328,-0.07033115,0.7933552,0.05088555,-0.017756388,-0.13696508,-0.0645107,-0.05335804,0.30078593,-0.0018353324,1.1002659,-0.4934667,0.4241443,2.1181295,-0.19817615,1.0997907,6.435617,2.0999987,0.45,-1.1085951,35.804356,8.0,8.0,0.0,7.243687152862549,1.4126052856445312,0.0,1265.40771484375,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
198,7.919999822974205,3.6007643,2.2842488,0.40000582,0.12748455,0.07603152,0.5162742,0.84346175,0.34353244,0.71612364,-0.0005182043,0.0025551934,-0.06744422,-0.053674605,0.79399693,0.018417604,-0.008991323,-0.059062116,-0.047230948,-0.041431196,0.29795358,-0.003374613,1.0980165,-0.40880886,0.4169819,2.0873084,-0.18983683,1.6929665,5.8057046,2.0799987,0.45,-1.5281892,35.758545,8.0,8.0,0.0,7.212703227996826,1.399235725402832,0.0,1265.6729736328125,0.0,0,0,0,0,0,0,nan,nan,nan,nan,nan
