checkpoint,episodes,success_rate,collision_rate,timeout_rate,unstable_rate,out_of_bounds_rate,mean_terminal_goal_distance,mean_terminal_speed,mean_terminal_obstacle_clearance,mean_terminal_x,mean_terminal_y,mean_episode_return,mean_episode_length,mean_path_length,mean_min_goal_distance,mean_goal_distance,mean_speed,mean_min_obstacle_clearance,mean_max_speed,success_mean_max_speed,collision_mean_max_speed,success_mean_min_obstacle_clearance,collision_mean_min_obstacle_clearance,success_mean_episode_length,collision_mean_episode_length,collision_mean_terminal_x,collision_mean_terminal_y,termination_counts
3800,1,1.0,0.0,0.0,0.0,0.0,0.10742431879043579,0.09874214977025986,0.9281744956970215,7.9281744956970215,8.07988166809082,99.78656735579716,632.0,14.01287461492393,0.010823821648955345,5.437138918769557,0.5554780959869334,0.5122573375701904,1.0953131914138794,1.0953131914138794,nan,0.5122573375701904,nan,632.0,nan,nan,nan,"{""success"": 1, ""collision"": 0, ""timeout"": 0, ""unstable"": 0, ""out_of_bounds"": 0}"
